transaction_id,account_id,customer_id,timestamp,amount,direction,counterparty,counterparty_jurisdiction,channel
TXN000808,ACC00042,CUST0036,2025-11-22 01:47:37,2804.59,debit,"Bell, Page and Chen",SG,ACH
TXN000809,ACC00042,CUST0036,2025-12-13 11:13:58,8802.29,credit,Jensen and Sons,US,WIRE
TXN000810,ACC00042,CUST0036,2025-12-10 07:58:20,5831.78,credit,Trujillo PLC,JP,WIRE
TXN000811,ACC00042,CUST0036,2025-12-07 16:12:56,6530.62,debit,Douglas Ryan,CA,CARD
TXN000812,ACC00042,CUST0036,2025-12-24 05:47:55,6660.99,debit,Michael Roberts,JP,CHECK
TXN000813,ACC00042,CUST0036,2025-10-29 16:58:02,5457.91,debit,Scott Duke,CA,CARD
TXN000814,ACC00042,CUST0036,2025-12-11 05:32:47,10284.88,credit,"Ochoa, Taylor and Brady",JP,ACH
TXN000815,ACC00042,CUST0036,2025-12-10 00:03:36,9831.5,credit,Anthony Ramirez,AU,CHECK
TXN000816,ACC00042,CUST0036,2025-12-14 08:17:23,3882.0,debit,Meredith Anderson,JP,CARD
TXN000817,ACC00042,CUST0036,2025-11-20 19:08:44,11254.71,debit,Dawson and Sons,JP,ACH
TXN000818,ACC00042,CUST0036,2025-10-11 09:27:23,6859.42,debit,"Long, Thomas and Chen",AU,ACH
TXN000819,ACC00042,CUST0036,2025-11-21 01:15:09,603.51,debit,Jaime Jones,JP,CARD
TXN000820,ACC00042,CUST0036,2025-10-02 06:29:34,5905.38,debit,Powell Ltd,JP,ACH
TXN000821,ACC00042,CUST0036,2025-12-17 18:30:42,8926.47,debit,Neal-Wiley,SG,ACH
TXN000822,ACC00042,CUST0036,2025-12-17 02:44:08,3200.84,debit,Clements-Murphy,JP,WIRE
TXN000823,ACC00042,CUST0036,2025-10-30 12:08:56,6241.13,credit,Melton Ltd,JP,ACH
TXN000824,ACC00042,CUST0036,2025-11-07 09:53:11,2997.05,credit,William Reid,JP,CARD
TXN000825,ACC00042,CUST0036,2025-12-12 17:44:57,9199.48,debit,Sarah Flynn,AU,CARD
TXN000826,ACC00042,CUST0036,2025-12-08 05:03:40,2014.39,debit,Robinson-Jordan,GB,WIRE
TXN000827,ACC00043,CUST0037,2025-12-27 14:56:32,3906.35,credit,Kylie Washington,SG,CHECK
TXN000828,ACC00043,CUST0037,2025-11-11 19:20:34,2900.61,debit,Shannon-Farmer,US,ACH
TXN000829,ACC00043,CUST0037,2025-11-23 10:08:56,11540.84,debit,Garcia Group,GB,ACH
TXN000830,ACC00043,CUST0037,2025-12-10 12:25:57,210.52,credit,Martinez and Sons,CH,ACH
TXN000831,ACC00043,CUST0037,2025-10-01 15:18:23,10270.83,credit,Bryant-Braun,SG,ACH
TXN000832,ACC00043,CUST0037,2025-12-06 23:09:43,6143.16,debit,Zachary Blankenship,FR,CHECK
TXN000833,ACC00043,CUST0037,2025-10-10 03:42:17,1674.19,credit,"Turner, Baxter and Mcdowell",FR,ACH
TXN000834,ACC00043,CUST0037,2025-10-23 14:54:56,6852.86,credit,Pena LLC,DE,ACH
TXN000835,ACC00043,CUST0037,2025-10-08 11:53:33,2088.06,debit,Watson Ltd,AU,WIRE
TXN000836,ACC00043,CUST0037,2025-11-25 22:43:08,7712.46,debit,Williams Ltd,SG,ACH
TXN000837,ACC00043,CUST0037,2025-11-07 01:04:00,9254.6,credit,Barber-Fischer,SG,ACH
TXN000838,ACC00043,CUST0037,2025-11-10 10:33:57,9248.87,debit,Rios-Padilla,NL,ACH
TXN000839,ACC00043,CUST0037,2025-12-30 03:55:07,4599.41,credit,Lewis Inc,DE,WIRE
TXN000840,ACC00043,CUST0037,2025-11-22 10:07:38,8377.91,debit,Wheeler PLC,AU,ACH
TXN000841,ACC00043,CUST0037,2025-11-08 03:28:58,6909.52,debit,"Wallace, Smith and Cooper",GB,WIRE
TXN000842,ACC00043,CUST0037,2025-12-16 08:22:15,1004.87,credit,Mcneil Group,DE,ACH
TXN000843,ACC00043,CUST0037,2025-11-08 18:10:59,5223.07,credit,"Anderson, Jones and Reyes",SG,ACH
TXN000844,ACC00043,CUST0037,2025-11-16 16:37:50,7832.39,debit,Ashley Edwards,FR,CARD
TXN000845,ACC00043,CUST0037,2025-12-11 10:13:48,3206.52,debit,Taylor-Ayala,AU,ACH
TXN000846,ACC00043,CUST0037,2025-11-25 22:13:11,5091.48,credit,Brandi Haney,US,CARD
TXN000847,ACC00043,CUST0037,2025-11-27 15:50:02,2043.87,debit,Jones PLC,SG,WIRE
TXN000848,ACC00043,CUST0037,2025-12-17 22:39:01,553.68,credit,Bishop and Sons,DE,ACH
TXN000849,ACC00043,CUST0037,2025-11-06 07:03:56,1044.23,credit,Nathan Fuller,DE,CARD
TXN000850,ACC00043,CUST0037,2025-11-30 07:02:26,9844.32,debit,Gillespie PLC,AU,WIRE
TXN000851,ACC00043,CUST0037,2025-10-11 19:17:47,3993.28,credit,Shannon Miller,DE,CARD
TXN000852,ACC00043,CUST0037,2025-11-23 01:15:38,5804.8,debit,Taylor Inc,DE,ACH
TXN000853,ACC00043,CUST0037,2025-12-07 20:13:03,10874.42,debit,"Blair, Bell and Jordan",DE,ACH
TXN000854,ACC00044,CUST0038,2025-12-03 13:41:47,7930.23,debit,"Greene, Lawson and Maxwell",CH,ACH
TXN000855,ACC00044,CUST0038,2025-11-04 23:22:17,10411.56,debit,"Johnson, Boone and Liu",US,ACH
TXN000856,ACC00044,CUST0038,2025-11-06 23:05:53,10848.39,debit,Lawrence Lopez,FR,CARD
TXN000857,ACC00044,CUST0038,2025-10-09 13:06:10,5504.89,credit,Matthew Bowers,US,CARD
TXN000858,ACC00044,CUST0038,2025-10-25 00:27:55,5887.59,debit,Simpson Inc,US,ACH
TXN000859,ACC00044,CUST0038,2025-12-06 10:33:39,2846.89,credit,Mark Jones,CA,CARD
TXN000860,ACC00044,CUST0038,2025-12-18 19:50:50,4656.24,credit,Hatfield LLC,AF,ACH
TXN000861,ACC00044,CUST0038,2025-11-23 21:06:08,4111.7,debit,Hughes PLC,US,ACH
TXN000862,ACC00044,CUST0038,2025-12-10 20:45:58,7355.82,credit,Joshua Thompson,US,CHECK
TXN000863,ACC00044,CUST0038,2025-10-24 08:04:52,3759.51,debit,William Jones,CA,CARD
TXN000864,ACC00044,CUST0038,2025-10-13 19:03:04,6503.93,credit,"Jones, Baker and Williams",NL,ACH
TXN000865,ACC00044,CUST0038,2025-10-31 00:01:06,10916.54,debit,Fry Group,CH,WIRE
TXN000866,ACC00044,CUST0038,2025-12-14 18:20:47,11006.91,credit,Lori Mason,DE,CHECK
TXN000867,ACC00044,CUST0038,2025-12-09 20:25:04,10558.19,credit,Henderson-Morales,SG,ACH
TXN000868,ACC00044,CUST0038,2025-12-25 10:51:21,3651.37,debit,Kimberly Hernandez,SG,CHECK
TXN000869,ACC00044,CUST0038,2025-12-01 19:57:43,9352.71,debit,Collins PLC,US,ACH
TXN000870,ACC00044,CUST0038,2025-12-14 00:37:53,7273.78,debit,Valerie Moore,FR,CARD
TXN000871,ACC00044,CUST0038,2025-10-23 10:03:53,8262.85,debit,Myers-Walters,CA,ACH
TXN000872,ACC00044,CUST0038,2025-11-28 17:04:49,2220.35,debit,Melanie Jones,CA,CARD
TXN000873,ACC00044,CUST0038,2025-10-16 21:38:59,9178.01,credit,"Kim, Ashley and Allen",US,ACH
TXN000874,ACC00044,CUST0038,2025-11-10 02:27:44,2446.16,credit,Tim Wilson,US,CARD
TXN000875,ACC00044,CUST0038,2025-11-12 15:36:31,3909.33,debit,Amy Wade,US,CARD
TXN000876,ACC00044,CUST0038,2025-11-09 07:24:28,9895.3,debit,Casey Smith,GB,CARD
TXN000877,ACC00044,CUST0038,2025-12-12 02:04:31,7702.81,debit,Adam Crawford,US,CARD
TXN000878,ACC00044,CUST0038,2025-10-11 14:43:31,524.35,debit,Mills-Logan,DE,WIRE
TXN000879,ACC00044,CUST0038,2025-11-08 09:50:27,4658.73,debit,"Green, Watson and Brady",KP,ACH
TXN000880,ACC00044,CUST0038,2025-10-19 10:23:00,3665.91,credit,Quinn-Wilson,CA,ACH
TXN000881,ACC00044,CUST0038,2025-11-11 00:24:29,8284.99,credit,Frances Patterson,CA,CHECK
TXN000882,ACC00044,CUST0038,2025-12-02 17:31:32,1372.14,debit,Deborah Proctor,CH,CARD
TXN000883,ACC00044,CUST0038,2025-12-07 14:03:48,3891.7,debit,"Jones, Gibson and Ward",CA,ACH
TXN000884,ACC00044,CUST0038,2025-12-27 01:16:12,5464.63,debit,Villarreal-Jackson,AU,ACH
TXN000885,ACC00044,CUST0038,2025-12-28 01:50:30,8803.24,debit,Scott Inc,JP,ACH
TXN000886,ACC00044,CUST0038,2025-12-01 13:29:44,4619.08,credit,Megan Wilson,DE,CARD
TXN000887,ACC00044,CUST0038,2025-10-16 12:35:35,9223.51,credit,"Hicks, Williams and Roy",DE,ACH
TXN000888,ACC00045,CUST0039,2025-11-10 17:41:46,11532.47,credit,Shannon Tran,JP,CARD
TXN000889,ACC00045,CUST0039,2025-12-27 05:45:15,7476.64,credit,"Yang, Barnes and Morris",CA,ACH
TXN000890,ACC00045,CUST0039,2025-12-23 01:15:08,7302.18,debit,Moon-Flores,JP,WIRE
TXN000891,ACC00045,CUST0039,2025-12-04 00:40:40,967.27,debit,Laura Wilson,JP,CARD
TXN000892,ACC00045,CUST0039,2025-11-23 03:23:54,9844.36,credit,Amy Walker,JP,CARD
TXN000893,ACC00045,CUST0039,2025-10-06 08:18:29,10248.81,debit,"Jarvis, Finley and Jones",NL,ACH
TXN000894,ACC00045,CUST0039,2025-10-29 23:25:09,1321.01,credit,Cline-Ayala,JP,ACH
TXN000895,ACC00045,CUST0039,2025-10-28 14:39:16,7146.49,debit,Brandon Bryant,JP,CARD
TXN000896,ACC00046,CUST0040,2025-11-01 08:13:45,826.41,credit,Marshall PLC,DE,ACH
TXN000897,ACC00046,CUST0040,2025-10-29 10:20:58,10315.33,debit,Cuevas-Parsons,GB,ACH
TXN000898,ACC00046,CUST0040,2025-10-21 08:58:30,1325.72,debit,Kimberly Flynn,FR,CARD
TXN000899,ACC00046,CUST0040,2025-10-09 12:17:07,11208.68,debit,Timothy Johnson,FR,CARD
TXN000900,ACC00046,CUST0040,2025-11-29 02:42:38,6908.71,debit,"Reed, Franco and Wiley",CH,ACH
TXN000901,ACC00046,CUST0040,2025-11-29 15:23:57,7588.31,debit,April Sandoval,FR,CARD
TXN000902,ACC00046,CUST0040,2025-11-29 04:01:06,2334.88,credit,"Acosta, Garcia and Moreno",CA,ACH
TXN000903,ACC00046,CUST0040,2025-12-17 08:31:17,9598.78,credit,Barnes Inc,GB,WIRE
TXN000904,ACC00046,CUST0040,2025-11-02 09:47:32,2560.51,credit,Dawson Inc,AU,WIRE
TXN000905,ACC00046,CUST0040,2025-10-25 16:50:08,6088.0,debit,Morse PLC,FR,ACH
TXN000906,ACC00046,CUST0040,2025-12-06 14:06:47,6834.48,credit,Haynes-Watson,NL,ACH
TXN000907,ACC00046,CUST0040,2025-10-19 20:05:20,8075.5,credit,"Miller, Davis and Anderson",SG,ACH
TXN000908,ACC00046,CUST0040,2025-12-02 16:28:43,5536.37,credit,Jones-Bradley,CH,ACH
TXN000909,ACC00046,CUST0040,2025-11-14 21:38:00,8915.71,debit,Victor Young,FR,CARD
TXN000910,ACC00046,CUST0040,2025-12-10 09:17:20,239.92,debit,Ethan Owen,US,CARD
TXN000911,ACC00046,CUST0040,2025-12-28 22:52:08,11636.1,debit,"Decker, Nguyen and Chavez",FR,ACH
TXN000912,ACC00046,CUST0040,2025-11-06 10:22:27,6858.6,debit,Jones and Sons,FR,WIRE
TXN000913,ACC00046,CUST0040,2025-12-23 22:38:57,10296.68,debit,Chan PLC,FR,ACH
TXN000914,ACC00046,CUST0040,2025-10-09 10:15:12,5432.05,debit,Moore and Sons,FR,ACH
TXN000915,ACC00046,CUST0040,2025-10-30 08:27:09,463.38,credit,Owens-Russell,FR,ACH
TXN000916,ACC00046,CUST0040,2025-11-19 03:03:11,6008.34,credit,Traci Clark,CH,CARD
TXN000917,ACC00046,CUST0040,2025-12-11 02:42:40,3938.91,debit,Ford-Phelps,FR,ACH
TXN000918,ACC00046,CUST0040,2025-11-20 02:42:31,8699.44,debit,Moore Ltd,JP,ACH
TXN000919,ACC00046,CUST0040,2025-11-20 17:09:06,543.55,credit,Mckenzie-Terry,NL,ACH
TXN000920,ACC00047,CUST0041,2025-10-03 04:22:58,10707.57,debit,Schmitt Group,DE,ACH
TXN000921,ACC00047,CUST0041,2025-10-27 20:38:24,8058.69,debit,"Williams, Evans and Wilkins",DE,WIRE
TXN000922,ACC00047,CUST0041,2025-10-12 02:42:43,6176.22,credit,Tristan Bond,US,CARD
TXN000923,ACC00047,CUST0041,2025-10-31 22:07:25,9651.55,credit,Krista Davis,DE,CHECK
TXN000924,ACC00047,CUST0041,2025-10-31 05:33:44,5332.25,debit,Lara and Sons,CA,ACH
TXN000925,ACC00047,CUST0041,2025-12-05 14:01:10,1047.54,credit,Smith and Sons,JP,ACH
TXN000926,ACC00047,CUST0041,2025-12-26 12:49:24,8397.51,debit,Gonzalez Group,DE,WIRE
TXN000927,ACC00047,CUST0041,2025-12-19 08:46:40,9714.54,credit,Parks-Pace,CH,WIRE
TXN000928,ACC00047,CUST0041,2025-12-14 05:14:49,9757.94,debit,Aguilar LLC,CA,ACH
TXN000929,ACC00047,CUST0041,2025-11-14 05:35:17,9201.9,credit,Angela Osborn,CH,CARD
TXN000930,ACC00047,CUST0041,2025-10-14 22:53:44,10956.04,debit,Matthew Lamb,JP,CARD
TXN000931,ACC00047,CUST0041,2025-12-04 13:58:59,3907.75,credit,Stein LLC,DE,WIRE
TXN000932,ACC00047,CUST0041,2025-10-11 23:02:45,2062.82,credit,Tom Williams,FR,CARD
TXN000933,ACC00047,CUST0041,2025-10-13 08:50:58,8575.67,debit,Jessica Ramsey,DE,CARD
TXN000934,ACC00047,CUST0041,2025-10-07 21:15:53,4819.2,debit,James Simmons MD,FR,CARD
TXN000935,ACC00047,CUST0041,2025-11-23 04:48:49,806.94,credit,Denise Griffin,AU,CARD
TXN000936,ACC00047,CUST0041,2025-11-11 20:38:55,9451.66,debit,Lucas Jensen,DE,CARD
TXN000937,ACC00047,CUST0041,2025-12-04 07:59:54,8548.06,debit,Kathleen Andrade,DE,CARD
TXN000938,ACC00047,CUST0041,2025-11-27 20:57:23,9867.12,debit,Brandon Reyes,IR,CARD
TXN000939,ACC00047,CUST0041,2025-10-07 18:11:51,7163.74,debit,Marvin Robles,US,CARD
TXN000940,ACC00047,CUST0041,2025-12-02 14:56:00,9808.03,debit,Mccoy PLC,CH,ACH
TXN000941,ACC00047,CUST0041,2025-12-01 18:17:48,7936.12,debit,Mayo Ltd,DE,WIRE
TXN000942,ACC00047,CUST0041,2025-11-29 18:23:13,8183.3,debit,Castillo-Harrington,DE,ACH
TXN000943,ACC00047,CUST0041,2025-12-28 15:55:12,11241.79,debit,Keith Morris,CH,CHECK
TXN000944,ACC00048,CUST0042,2025-12-22 18:28:51,6593.44,credit,Brown-Frey,JP,ACH
TXN000945,ACC00048,CUST0042,2025-12-19 16:29:37,3397.31,debit,"Howard, Silva and Hall",GB,ACH
TXN000946,ACC00048,CUST0042,2025-11-27 07:10:53,4603.12,credit,Garcia Ltd,DE,ACH
TXN000947,ACC00048,CUST0042,2025-12-04 07:42:28,6672.57,credit,Adams Ltd,US,ACH
TXN000948,ACC00048,CUST0042,2025-11-10 12:13:45,8045.88,credit,Zachary Robinson,AF,CHECK
TXN000949,ACC00048,CUST0042,2025-10-02 12:36:06,7901.23,credit,Kelly-Combs,AF,WIRE
TXN000950,ACC00048,CUST0042,2025-10-14 07:44:47,5481.29,debit,Casey Watkins,FR,CARD
TXN000951,ACC00048,CUST0042,2025-11-11 07:57:45,5098.95,debit,Melissa Sloan,GB,CARD
TXN000952,ACC00048,CUST0042,2025-10-22 22:00:52,6942.44,credit,Michael Meza,AF,CARD
TXN000953,ACC00048,CUST0042,2025-11-18 17:06:46,6922.62,credit,Kristine Lopez,AF,CHECK
TXN000954,ACC00048,CUST0042,2025-11-16 22:05:46,5786.86,debit,Weaver-Thompson,AF,ACH
TXN000955,ACC00048,CUST0042,2025-12-11 00:02:11,9011.01,debit,Davis and Sons,DE,WIRE
TXN000956,ACC00048,CUST0042,2025-11-20 19:30:34,5678.07,debit,"Robinson, Fox and Smith",IR,ACH
TXN000957,ACC00049,CUST0043,2025-12-27 17:30:22,5634.91,credit,Brown-Hernandez,CA,WIRE
TXN000958,ACC00049,CUST0043,2025-12-11 05:54:42,11733.75,credit,"Stark, Schroeder and Mathis",US,ACH
TXN000959,ACC00049,CUST0043,2025-12-07 11:35:11,8728.32,debit,Toni Brooks,US,CARD
TXN000960,ACC00049,CUST0043,2025-11-15 22:32:38,7881.29,debit,Jennifer Garcia,JP,CARD
TXN000961,ACC00049,CUST0043,2025-10-03 15:36:32,6075.42,credit,Morris-Daugherty,US,ACH
TXN000962,ACC00049,CUST0043,2025-10-13 20:50:15,3095.36,debit,"Fry, Conner and Yu",FR,ACH
TXN000963,ACC00049,CUST0043,2025-12-28 08:45:36,5368.95,debit,"Stewart, Mann and Hoffman",US,ACH
TXN000964,ACC00049,CUST0043,2025-12-08 00:55:25,6335.79,credit,"Buchanan, Walker and Chapman",AF,ACH
TXN000965,ACC00050,CUST0044,2025-12-14 19:05:13,8716.27,credit,Tiffany Fry,FR,CARD
TXN000966,ACC00050,CUST0044,2025-12-21 17:36:47,9069.59,credit,Zachary Sanford,KP,CARD
TXN000967,ACC00050,CUST0044,2025-11-08 17:08:33,11380.72,debit,Lance Mccall,KP,CARD
TXN000968,ACC00050,CUST0044,2025-12-06 08:41:37,1755.49,debit,Connie Cunningham,KP,CARD
TXN000969,ACC00050,CUST0044,2025-12-30 00:35:06,3799.06,debit,Taylor-Mcgee,IR,ACH
TXN000970,ACC00050,CUST0044,2025-10-10 10:52:31,11475.29,debit,William Jackson,CH,CARD
TXN000971,ACC00050,CUST0044,2025-12-23 08:06:49,9631.02,credit,Underwood Ltd,FR,ACH
TXN000972,ACC00050,CUST0044,2025-11-14 18:27:39,8816.34,debit,Stacie Griffin,KP,CARD
TXN000973,ACC00050,CUST0044,2025-11-02 18:12:51,3769.55,debit,David Jones,KP,CHECK
TXN000974,ACC00050,CUST0044,2025-10-07 14:20:22,1260.77,credit,Buchanan-Le,KP,ACH
TXN000975,ACC00050,CUST0044,2025-10-28 12:07:47,7438.53,credit,Cruz Ltd,FR,ACH
TXN000976,ACC00050,CUST0044,2025-12-26 19:05:38,7663.13,debit,Christopher Gutierrez,KP,CHECK
TXN000977,ACC00050,CUST0044,2025-12-23 03:39:06,9170.48,debit,Bell-Bennett,SG,ACH
TXN000978,ACC00050,CUST0044,2025-10-18 22:32:31,3051.7,debit,Rachel Lane,CH,CARD
TXN000979,ACC00050,CUST0044,2025-12-02 00:27:59,9236.46,debit,Courtney Hayes,AU,CHECK
TXN000980,ACC00050,CUST0044,2025-12-14 18:30:31,902.63,credit,Phillips LLC,GB,ACH
TXN000981,ACC00050,CUST0044,2025-11-02 07:08:30,9756.6,debit,Lynn-Jones,KP,ACH
TXN000982,ACC00050,CUST0044,2025-12-30 03:45:46,7751.22,credit,Barron and Sons,DE,ACH
TXN000983,ACC00050,CUST0044,2025-11-11 20:53:37,10953.34,credit,Kimberly Villanueva,KP,CARD
TXN000984,ACC00050,CUST0044,2025-10-08 01:54:53,9330.21,credit,Kirk Austin,CA,CARD
TXN000985,ACC00050,CUST0044,2025-12-03 09:17:11,7980.57,debit,Mr. Tommy Martin,JP,CHECK
TXN000986,ACC00050,CUST0044,2025-12-27 19:54:41,8496.42,credit,Moore-Garcia,CA,ACH
TXN000987,ACC00050,CUST0044,2025-11-09 05:11:05,9428.34,debit,Mccann Group,KP,WIRE
TXN000988,ACC00050,CUST0044,2025-12-06 22:05:42,6814.35,debit,Miranda Blair,US,CARD
TXN000989,ACC00050,CUST0044,2025-12-06 04:47:32,11964.88,credit,Guerrero-Evans,US,ACH
TXN000990,ACC00050,CUST0044,2025-12-22 20:25:52,5524.54,debit,Williams PLC,AU,ACH
TXN000991,ACC00050,CUST0044,2025-10-18 03:33:01,7934.2,debit,Katherine Brown,GB,CHECK
TXN000992,ACC00050,CUST0044,2025-10-11 08:47:15,1032.71,debit,Patterson LLC,JP,ACH
TXN000993,ACC00050,CUST0044,2025-10-14 14:05:26,11956.9,credit,"Weber, Castillo and Davis",GB,ACH
TXN000994,ACC00050,CUST0044,2025-12-16 23:12:58,6415.11,debit,Jackson LLC,CA,ACH
TXN000995,ACC00050,CUST0044,2025-10-02 14:15:26,9456.57,credit,Wells Inc,KP,ACH
TXN000996,ACC00051,CUST0044,2025-11-14 12:04:49,6446.43,debit,Glover-Ruiz,KP,WIRE
TXN000997,ACC00051,CUST0044,2025-10-07 23:51:00,7851.64,credit,"Baker, May and Hughes",CH,ACH
TXN000998,ACC00051,CUST0044,2025-10-05 10:43:32,187.8,credit,James Lopez,CH,CARD
TXN000999,ACC00051,CUST0044,2025-12-19 16:27:39,2061.3,debit,Jeremiah Baker,SG,CARD
TXN001000,ACC00051,CUST0044,2025-10-11 07:46:10,7393.37,credit,Kristy Hernandez,KP,CARD
TXN001001,ACC00051,CUST0044,2025-11-02 18:03:59,8145.92,debit,Anne Barnett,MM,CHECK
TXN001002,ACC00051,CUST0044,2025-11-25 22:06:01,11577.05,debit,"Gutierrez, Avila and Perez",KP,ACH
TXN001003,ACC00051,CUST0044,2025-10-17 20:09:44,1708.14,credit,Randall PLC,AU,ACH
TXN001004,ACC00051,CUST0044,2025-11-23 17:32:00,6990.23,credit,Sheppard-Mcdaniel,SG,ACH
TXN001005,ACC00051,CUST0044,2025-12-01 09:07:12,202.82,debit,Armstrong-Young,KP,WIRE
TXN001006,ACC00051,CUST0044,2025-10-18 10:03:44,7131.14,debit,James Nash,AU,CARD
TXN001007,ACC00051,CUST0044,2025-12-16 22:03:16,2486.47,debit,Kenneth Black,DE,CARD
TXN001008,ACC00051,CUST0044,2025-11-10 00:06:09,8305.3,credit,"Byrd, Oliver and Martinez",JP,ACH
TXN001009,ACC00051,CUST0044,2025-11-29 10:10:45,9394.61,debit,Carrie Joyce,KP,CARD
TXN001010,ACC00051,CUST0044,2025-10-23 21:04:43,11722.46,credit,Rhonda Martinez,NL,CHECK
TXN001011,ACC00051,CUST0044,2025-11-22 09:38:43,7523.38,debit,William Graham,KP,CARD
TXN001012,ACC00051,CUST0044,2025-10-11 22:33:40,11623.83,debit,Lori Flowers MD,KP,CARD
TXN001013,ACC00051,CUST0044,2025-12-05 01:32:43,4380.06,debit,"Sloan, Jones and Hughes",KP,ACH
TXN001014,ACC00051,CUST0044,2025-11-29 21:17:35,534.9,debit,Arnold-Gates,CH,WIRE
TXN001015,ACC00051,CUST0044,2025-10-18 01:50:52,6186.19,credit,"Ellis, Marks and Buchanan",KP,ACH
TXN001016,ACC00051,CUST0044,2025-11-13 04:30:28,2397.71,debit,"Matthews, Harrington and Rodriguez",US,ACH
TXN001017,ACC00051,CUST0044,2025-12-15 15:08:38,2857.28,credit,Hernandez PLC,KP,ACH
TXN001018,ACC00051,CUST0044,2025-12-26 13:01:52,5821.52,credit,Traci Garcia,KP,CARD
TXN001019,ACC00051,CUST0044,2025-12-30 02:08:01,4491.68,debit,Hart Inc,KP,ACH
TXN001020,ACC00051,CUST0044,2025-11-04 19:34:32,1540.33,debit,Dillon-Beard,KP,ACH
TXN001021,ACC00051,CUST0044,2025-10-14 06:04:17,5028.17,credit,Deborah Pena,KP,CARD
TXN001022,ACC00051,CUST0044,2025-10-29 15:46:34,7662.03,debit,"Lynch, Johnson and Hill",KP,WIRE
TXN001023,ACC00051,CUST0044,2025-11-23 16:00:50,10286.32,debit,Montgomery Ltd,SY,ACH
TXN001024,ACC00051,CUST0044,2025-11-27 10:29:00,189.26,debit,Amanda Preston,NL,CARD
TXN001025,ACC00051,CUST0044,2025-10-25 01:29:20,10704.09,credit,David Reese,KP,CARD
TXN001026,ACC00051,CUST0044,2025-11-25 16:49:10,546.02,debit,Stephanie Smith,JP,CARD
TXN001027,ACC00051,CUST0044,2025-11-18 22:54:33,5759.84,credit,Elizabeth Ramirez,SG,CARD
TXN001028,ACC00051,CUST0044,2025-11-13 22:15:53,9041.34,debit,Garrison-Cohen,GB,ACH
TXN001029,ACC00051,CUST0044,2025-10-22 03:59:30,7777.06,credit,Taylor Ltd,CA,ACH
TXN001030,ACC00051,CUST0044,2025-10-30 14:19:14,6851.6,credit,Roger Adams,MM,CARD
TXN001031,ACC00051,CUST0044,2025-11-15 00:38:26,4874.03,debit,Jacobs-Davis,US,WIRE
TXN001032,ACC00051,CUST0044,2025-11-15 01:53:15,7533.64,debit,Lewis-Holloway,AU,ACH
TXN001033,ACC00051,CUST0044,2025-11-21 13:08:02,3249.37,credit,Olivia Camacho,DE,CARD
TXN001034,ACC00052,CUST0045,2025-11-19 23:25:22,10657.53,debit,Brandy York,US,CARD
TXN001035,ACC00052,CUST0045,2025-11-30 02:41:07,7784.05,credit,"Johnson, Lee and Whitaker",DE,ACH
TXN001036,ACC00052,CUST0045,2025-12-15 02:33:41,2875.13,credit,Danielle Bryant,CA,CHECK
TXN001037,ACC00052,CUST0045,2025-12-13 00:55:58,2530.13,debit,Michele Hill,NL,CHECK
TXN001038,ACC00052,CUST0045,2025-11-04 05:52:39,5083.86,debit,Kathy Reid,US,CARD
TXN001039,ACC00052,CUST0045,2025-11-13 22:11:35,1486.38,debit,Andre Watson,AU,CARD
TXN001040,ACC00052,CUST0045,2025-11-21 17:38:35,4427.9,debit,Cassandra Harrell,AU,CARD
TXN001041,ACC00052,CUST0045,2025-12-25 17:50:34,5502.7,credit,"Arnold, Cooper and Monroe",CH,WIRE
TXN001042,ACC00053,CUST0046,2025-11-18 04:31:47,11426.0,credit,Martin PLC,GB,ACH
TXN001043,ACC00053,CUST0046,2025-12-06 06:06:54,4170.65,debit,Vincent Ltd,AU,ACH
TXN001044,ACC00053,CUST0046,2025-10-29 07:17:00,9627.67,credit,Byrd LLC,DE,ACH
TXN001045,ACC00053,CUST0046,2025-11-02 14:39:03,7758.25,credit,"Ortiz, Smith and Deleon",FR,ACH
TXN001046,ACC00053,CUST0046,2025-12-07 15:48:35,5504.78,debit,Alexa Buck,CH,CARD
TXN001047,ACC00053,CUST0046,2025-10-30 18:11:06,5819.62,credit,"Thompson, Owen and Walker",SG,ACH
TXN001048,ACC00053,CUST0046,2025-10-05 14:15:40,11475.84,credit,"Trujillo, Torres and Rasmussen",DE,ACH
TXN001049,ACC00053,CUST0046,2025-11-21 23:22:41,10075.08,credit,Jessica Bennett,AU,CHECK
TXN001050,ACC00053,CUST0046,2025-10-15 21:38:43,11925.94,credit,Stevens-Robinson,GB,ACH
TXN001051,ACC00053,CUST0046,2025-11-05 21:23:54,431.07,credit,Joseph Hanson,US,CARD
TXN001052,ACC00053,CUST0046,2025-11-06 04:57:17,6410.83,credit,Adrienne Key,DE,CHECK
TXN001053,ACC00053,CUST0046,2025-12-30 09:32:52,5504.94,debit,Hoffman-Wheeler,DE,ACH
TXN001054,ACC00053,CUST0046,2025-12-11 16:49:04,7772.51,debit,Michael Olson,CH,CARD
TXN001055,ACC00053,CUST0046,2025-12-13 05:19:26,1778.36,debit,Donald Nguyen,CH,CARD
TXN001056,ACC00054,CUST0047,2025-12-05 19:52:26,4829.38,debit,Hernandez and Sons,CA,ACH
TXN001057,ACC00054,CUST0047,2025-10-09 23:29:47,2354.4,credit,Renee Lang,SG,CARD
TXN001058,ACC00054,CUST0047,2025-12-14 11:27:40,6468.32,credit,"Powell, Flores and Taylor",AU,ACH
